	Sentence_A	Sentence_B	origin	frequency	freq_cat	pair_id	rating_anticonic_causal	rating_iconic_causal	rating_anticonic_temporal	rating_iconic_temporal	human_preferred_connective	human_preferred_connective_desc	human_preferred_connective_unrel	relation_human	order_human	condition_human	additional_dimension	connected_sent	tested_order	tested_relation	tested_connective
17409	My father has to control hypertension.	The cholesterol in Tom's body is extremely high.	origin	496	3_common	544	3.2	1.933333333333333	4.066666666666666	1.2666666666666666	after	anticonic_temp	other	no_rel	none	Unrelated	none	My father has to control hypertension, because the cholesterol in Tom's body is extremely high.	B,A	Causal	because
17410	My father has to control hypertension.	The cholesterol in Tom's body is extremely high.	origin	496	3_common	544	3.2	1.933333333333333	4.066666666666666	1.2666666666666666	after	anticonic_temp	other	no_rel	none	Unrelated	none	My father has to control hypertension, then the cholesterol in Tom's body is extremely high.	A,B	Temporal	then
17411	My father has to control hypertension.	The cholesterol in Tom's body is extremely high.	origin	496	3_common	544	3.2	1.933333333333333	4.066666666666666	1.2666666666666666	after	anticonic_temp	other	no_rel	none	Unrelated	none	My father has to control hypertension, after the cholesterol in Tom's body is extremely high.	B,A	Temporal	after
17424	The cholesterol in Tom's body is extremely high.	My father has to control hypertension.	origin	1000	4_frequent	544	2.066666666666667	1.6666666666666667	1.7333333333333334	1.3333333333333333	because	anticonic_caus	other	no_rel	none	Unrelated	none	The cholesterol in Tom's body is extremely high, after my father has to control hypertension.	B,A	Temporal	after
17425	The cholesterol in Tom's body is extremely high.	My father has to control hypertension.	origin	1000	4_frequent	544	2.066666666666667	1.6666666666666667	1.7333333333333334	1.3333333333333333	because	anticonic_caus	other	no_rel	none	Unrelated	none	The cholesterol in Tom's body is extremely high, because my father has to control hypertension.	B,A	Causal	because
17426	The cholesterol in Tom's body is extremely high.	My father has to control hypertension.	origin	1000	4_frequent	544	2.066666666666667	1.6666666666666667	1.7333333333333334	1.3333333333333333	because	anticonic_caus	other	no_rel	none	Unrelated	none	The cholesterol in Tom's body is extremely high, then my father has to control hypertension.	A,B	Temporal	then
17427	The cholesterol in Tom's body is extremely high.	My father has to control hypertension.	origin	1000	4_frequent	544	2.066666666666667	1.6666666666666667	1.7333333333333334	1.3333333333333333	because	anticonic_caus	other	no_rel	none	Unrelated	none	The cholesterol in Tom's body is extremely high, so my father has to control hypertension.	A,B	Causal	so
17440	Alice ate the last cookie.	The mother prepared a cake.	origin	95	3_common	545	3.2666666666666666	5.8	4.866666666666666	5.266666666666667	so	iconic_caus	other	no_rel	none	Unrelated	none	Alice ate the last cookie, so the mother prepared a cake.	A,B	Causal	so
17441	Alice ate the last cookie.	The mother prepared a cake.	origin	95	3_common	545	3.2666666666666666	5.8	4.866666666666666	5.266666666666667	so	iconic_caus	other	no_rel	none	Unrelated	none	Alice ate the last cookie, then the mother prepared a cake.	A,B	Temporal	then
17442	Alice ate the last cookie.	The mother prepared a cake.	origin	95	3_common	545	3.2666666666666666	5.8	4.866666666666666	5.266666666666667	so	iconic_caus	other	no_rel	none	Unrelated	none	Alice ate the last cookie, because the mother prepared a cake.	B,A	Causal	because
17443	Alice ate the last cookie.	The mother prepared a cake.	origin	95	3_common	545	3.2666666666666666	5.8	4.866666666666666	5.266666666666667	so	iconic_caus	other	no_rel	none	Unrelated	none	Alice ate the last cookie, after the mother prepared a cake.	B,A	Temporal	after
17456	The mother prepared a cake.	Alice ate the last cookie.	origin	62	3_common	545	5.466666666666667	3.066666666666667	5.866666666666666	4.2	after	anticonic_temp	other	no_rel	none	Unrelated	none	The mother prepared a cake, then Alice ate the last cookie.	A,B	Temporal	then
17457	The mother prepared a cake.	Alice ate the last cookie.	origin	62	3_common	545	5.466666666666667	3.066666666666667	5.866666666666666	4.2	after	anticonic_temp	other	no_rel	none	Unrelated	none	The mother prepared a cake, so Alice ate the last cookie.	A,B	Causal	so
17458	The mother prepared a cake.	Alice ate the last cookie.	origin	62	3_common	545	5.466666666666667	3.066666666666667	5.866666666666666	4.2	after	anticonic_temp	other	no_rel	none	Unrelated	none	The mother prepared a cake, because Alice ate the last cookie.	B,A	Causal	because
17459	The mother prepared a cake.	Alice ate the last cookie.	origin	62	3_common	545	5.466666666666667	3.066666666666667	5.866666666666666	4.2	after	anticonic_temp	other	no_rel	none	Unrelated	none	The mother prepared a cake, after Alice ate the last cookie.	B,A	Temporal	after
17472	Someone knocked on the door.	The man looked for his keys.	origin	20	2_uncommon	546	2.2666666666666666	6.333333333333333	4.0	5.466666666666667	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Someone knocked on the door, then the man looked for his keys.	A,B	Temporal	then
17473	Someone knocked on the door.	The man looked for his keys.	origin	20	2_uncommon	546	2.2666666666666666	6.333333333333333	4.0	5.466666666666667	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Someone knocked on the door, because the man looked for his keys.	B,A	Causal	because
17474	Someone knocked on the door.	The man looked for his keys.	origin	20	2_uncommon	546	2.2666666666666666	6.333333333333333	4.0	5.466666666666667	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Someone knocked on the door, so the man looked for his keys.	A,B	Causal	so
17475	Someone knocked on the door.	The man looked for his keys.	origin	20	2_uncommon	546	2.2666666666666666	6.333333333333333	4.0	5.466666666666667	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Someone knocked on the door, after the man looked for his keys.	B,A	Temporal	after
17488	The man looked for his keys.	Someone knocked on the door.	origin	152	3_common	546	7.466666666666667	2.4	6.466666666666667	5.8	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	The man looked for his keys, then someone knocked on the door.	A,B	Temporal	then
17489	The man looked for his keys.	Someone knocked on the door.	origin	152	3_common	546	7.466666666666667	2.4	6.466666666666667	5.8	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	The man looked for his keys, so someone knocked on the door.	A,B	Causal	so
17490	The man looked for his keys.	Someone knocked on the door.	origin	152	3_common	546	7.466666666666667	2.4	6.466666666666667	5.8	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	The man looked for his keys, after someone knocked on the door.	B,A	Temporal	after
17491	The man looked for his keys.	Someone knocked on the door.	origin	152	3_common	546	7.466666666666667	2.4	6.466666666666667	5.8	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	The man looked for his keys, because someone knocked on the door.	B,A	Causal	because
17504	The stars shine.	The sun shines.	origin	20	2_uncommon	547	3.733333333333333	3.2666666666666666	5.266666666666667	6.6	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The stars shine, because the sun shines.	B,A	Causal	because
17505	The stars shine.	The sun shines.	origin	20	2_uncommon	547	3.733333333333333	3.2666666666666666	5.266666666666667	6.6	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The stars shine, after the sun shines.	B,A	Temporal	after
17506	The stars shine.	The sun shines.	origin	20	2_uncommon	547	3.733333333333333	3.2666666666666666	5.266666666666667	6.6	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The stars shine, so the sun shines.	A,B	Causal	so
17507	The stars shine.	The sun shines.	origin	20	2_uncommon	547	3.733333333333333	3.2666666666666666	5.266666666666667	6.6	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The stars shine, then the sun shines.	A,B	Temporal	then
17520	The sun shines.	The stars shine.	origin	20	2_uncommon	547	3.6666666666666665	3.866666666666666	6.8	7.666666666666667	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The sun shines, then the stars shine.	A,B	Temporal	then
17521	The sun shines.	The stars shine.	origin	20	2_uncommon	547	3.6666666666666665	3.866666666666666	6.8	7.666666666666667	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The sun shines, because the stars shine.	B,A	Causal	because
17522	The sun shines.	The stars shine.	origin	20	2_uncommon	547	3.6666666666666665	3.866666666666666	6.8	7.666666666666667	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The sun shines, after the stars shine.	B,A	Temporal	after
17523	The sun shines.	The stars shine.	origin	20	2_uncommon	547	3.6666666666666665	3.866666666666666	6.8	7.666666666666667	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	The sun shines, so the stars shine.	A,B	Causal	so
17536	Jimmy prepared one can of soup.	Kate ate pasta.	origin	62	3_common	548	4.533333333333333	4.733333333333333	5.866666666666666	5.666666666666667	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Jimmy prepared one can of soup, because Kate ate pasta.	B,A	Causal	because
17537	Jimmy prepared one can of soup.	Kate ate pasta.	origin	62	3_common	548	4.533333333333333	4.733333333333333	5.866666666666666	5.666666666666667	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Jimmy prepared one can of soup, so Kate ate pasta.	A,B	Causal	so
17538	Jimmy prepared one can of soup.	Kate ate pasta.	origin	62	3_common	548	4.533333333333333	4.733333333333333	5.866666666666666	5.666666666666667	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Jimmy prepared one can of soup, after Kate ate pasta.	B,A	Temporal	after
17539	Jimmy prepared one can of soup.	Kate ate pasta.	origin	62	3_common	548	4.533333333333333	4.733333333333333	5.866666666666666	5.666666666666667	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	Jimmy prepared one can of soup, then Kate ate pasta.	A,B	Temporal	then
17552	Kate ate pasta.	Jimmy prepared one can of soup.	origin	95	3_common	548	4.866666666666666	3.4	4.8	6.133333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Kate ate pasta, after Jimmy prepared one can of soup.	B,A	Temporal	after
17553	Kate ate pasta.	Jimmy prepared one can of soup.	origin	95	3_common	548	4.866666666666666	3.4	4.8	6.133333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Kate ate pasta, because Jimmy prepared one can of soup.	B,A	Causal	because
17554	Kate ate pasta.	Jimmy prepared one can of soup.	origin	95	3_common	548	4.866666666666666	3.4	4.8	6.133333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Kate ate pasta, then Jimmy prepared one can of soup.	A,B	Temporal	then
17555	Kate ate pasta.	Jimmy prepared one can of soup.	origin	95	3_common	548	4.866666666666666	3.4	4.8	6.133333333333334	then	iconic_temp	then	Temporal	A,B	Temporal-A,B	none	Kate ate pasta, so Jimmy prepared one can of soup.	A,B	Causal	so
17568	Someone knocked on the door.	The school bell rang.	origin	12	2_uncommon	549	1.5333333333333334	1.4666666666666666	3.6	5.733333333333333	then	iconic_temp	other	no_rel	none	Unrelated	none	Someone knocked on the door, because the school bell rang.	B,A	Causal	because
17569	Someone knocked on the door.	The school bell rang.	origin	12	2_uncommon	549	1.5333333333333334	1.4666666666666666	3.6	5.733333333333333	then	iconic_temp	other	no_rel	none	Unrelated	none	Someone knocked on the door, then the school bell rang.	A,B	Temporal	then
17570	Someone knocked on the door.	The school bell rang.	origin	12	2_uncommon	549	1.5333333333333334	1.4666666666666666	3.6	5.733333333333333	then	iconic_temp	other	no_rel	none	Unrelated	none	Someone knocked on the door, after the school bell rang.	B,A	Temporal	after
17571	Someone knocked on the door.	The school bell rang.	origin	12	2_uncommon	549	1.5333333333333334	1.4666666666666666	3.6	5.733333333333333	then	iconic_temp	other	no_rel	none	Unrelated	none	Someone knocked on the door, so the school bell rang.	A,B	Causal	so
17584	The school bell rang.	Someone knocked on the door.	origin	9	2_uncommon	549	1.933333333333333	2.2	3.333333333333333	5.866666666666666	then	iconic_temp	other	no_rel	none	Unrelated	none	The school bell rang, because someone knocked on the door.	B,A	Causal	because
17585	The school bell rang.	Someone knocked on the door.	origin	9	2_uncommon	549	1.933333333333333	2.2	3.333333333333333	5.866666666666666	then	iconic_temp	other	no_rel	none	Unrelated	none	The school bell rang, so someone knocked on the door.	A,B	Causal	so
17586	The school bell rang.	Someone knocked on the door.	origin	9	2_uncommon	549	1.933333333333333	2.2	3.333333333333333	5.866666666666666	then	iconic_temp	other	no_rel	none	Unrelated	none	The school bell rang, after someone knocked on the door.	B,A	Temporal	after
17587	The school bell rang.	Someone knocked on the door.	origin	9	2_uncommon	549	1.933333333333333	2.2	3.333333333333333	5.866666666666666	then	iconic_temp	other	no_rel	none	Unrelated	none	The school bell rang, then someone knocked on the door.	A,B	Temporal	then
17600	Kevin yawned.	Matt woke up.	origin	0	1_rare	550	1.4	3.2666666666666666	3.4	4.933333333333334	then	iconic_temp	other	no_rel	none	Unrelated	none	Kevin yawned, after Matt woke up.	B,A	Temporal	after
17601	Kevin yawned.	Matt woke up.	origin	0	1_rare	550	1.4	3.2666666666666666	3.4	4.933333333333334	then	iconic_temp	other	no_rel	none	Unrelated	none	Kevin yawned, then Matt woke up.	A,B	Temporal	then
17602	Kevin yawned.	Matt woke up.	origin	0	1_rare	550	1.4	3.2666666666666666	3.4	4.933333333333334	then	iconic_temp	other	no_rel	none	Unrelated	none	Kevin yawned, because Matt woke up.	B,A	Causal	because
17603	Kevin yawned.	Matt woke up.	origin	0	1_rare	550	1.4	3.2666666666666666	3.4	4.933333333333334	then	iconic_temp	other	no_rel	none	Unrelated	none	Kevin yawned, so Matt woke up.	A,B	Causal	so
17616	Matt woke up.	Kevin yawned.	origin	0	1_rare	550	5.0	1.6	4.8	3.933333333333333	because	anticonic_caus	other	no_rel	none	Unrelated	none	Matt woke up, because Kevin yawned.	B,A	Causal	because
17617	Matt woke up.	Kevin yawned.	origin	0	1_rare	550	5.0	1.6	4.8	3.933333333333333	because	anticonic_caus	other	no_rel	none	Unrelated	none	Matt woke up, after Kevin yawned.	B,A	Temporal	after
17618	Matt woke up.	Kevin yawned.	origin	0	1_rare	550	5.0	1.6	4.8	3.933333333333333	because	anticonic_caus	other	no_rel	none	Unrelated	none	Matt woke up, so Kevin yawned.	A,B	Causal	so
17619	Matt woke up.	Kevin yawned.	origin	0	1_rare	550	5.0	1.6	4.8	3.933333333333333	because	anticonic_caus	other	no_rel	none	Unrelated	none	Matt woke up, then Kevin yawned.	A,B	Temporal	then
17632	Julie opened the closet.	Julie spent a lot of time putting on makeup.	origin	167	3_common	551	1.3333333333333333	2.0	5.0	5.066666666666666	then	iconic_temp	other	no_rel	none	Unrelated	none	Julie opened the closet, then Julie spent a lot of time putting on makeup.	A,B	Temporal	then
17633	Julie opened the closet.	Julie spent a lot of time putting on makeup.	origin	167	3_common	551	1.3333333333333333	2.0	5.0	5.066666666666666	then	iconic_temp	other	no_rel	none	Unrelated	none	Julie opened the closet, after Julie spent a lot of time putting on makeup.	B,A	Temporal	after
17634	Julie opened the closet.	Julie spent a lot of time putting on makeup.	origin	167	3_common	551	1.3333333333333333	2.0	5.0	5.066666666666666	then	iconic_temp	other	no_rel	none	Unrelated	none	Julie opened the closet, so Julie spent a lot of time putting on makeup.	A,B	Causal	so
17635	Julie opened the closet.	Julie spent a lot of time putting on makeup.	origin	167	3_common	551	1.3333333333333333	2.0	5.0	5.066666666666666	then	iconic_temp	other	no_rel	none	Unrelated	none	Julie opened the closet, because Julie spent a lot of time putting on makeup.	B,A	Causal	because
17648	Julie spent a lot of time putting on makeup.	Julie opened the closet.	origin	66	3_common	551	2.1333333333333333	2.1333333333333333	4.8	4.533333333333333	after	anticonic_temp	other	no_rel	none	Unrelated	none	Julie spent a lot of time putting on makeup, then Julie opened the closet.	A,B	Temporal	then
17649	Julie spent a lot of time putting on makeup.	Julie opened the closet.	origin	66	3_common	551	2.1333333333333333	2.1333333333333333	4.8	4.533333333333333	after	anticonic_temp	other	no_rel	none	Unrelated	none	Julie spent a lot of time putting on makeup, after Julie opened the closet.	B,A	Temporal	after
17650	Julie spent a lot of time putting on makeup.	Julie opened the closet.	origin	66	3_common	551	2.1333333333333333	2.1333333333333333	4.8	4.533333333333333	after	anticonic_temp	other	no_rel	none	Unrelated	none	Julie spent a lot of time putting on makeup, because Julie opened the closet.	B,A	Causal	because
17651	Julie spent a lot of time putting on makeup.	Julie opened the closet.	origin	66	3_common	551	2.1333333333333333	2.1333333333333333	4.8	4.533333333333333	after	anticonic_temp	other	no_rel	none	Unrelated	none	Julie spent a lot of time putting on makeup, so Julie opened the closet.	A,B	Causal	so
17664	Diana went to the cinema.	Mark studied acting in college.	origin	1	1_rare	552	1.2666666666666666	2.066666666666667	2.933333333333333	2.4	after	anticonic_temp	other	no_rel	none	Unrelated	none	Diana went to the cinema, because Mark studied acting in college.	B,A	Causal	because
17665	Diana went to the cinema.	Mark studied acting in college.	origin	1	1_rare	552	1.2666666666666666	2.066666666666667	2.933333333333333	2.4	after	anticonic_temp	other	no_rel	none	Unrelated	none	Diana went to the cinema, after Mark studied acting in college.	B,A	Temporal	after
17666	Diana went to the cinema.	Mark studied acting in college.	origin	1	1_rare	552	1.2666666666666666	2.066666666666667	2.933333333333333	2.4	after	anticonic_temp	other	no_rel	none	Unrelated	none	Diana went to the cinema, then Mark studied acting in college.	A,B	Temporal	then
17667	Diana went to the cinema.	Mark studied acting in college.	origin	1	1_rare	552	1.2666666666666666	2.066666666666667	2.933333333333333	2.4	after	anticonic_temp	other	no_rel	none	Unrelated	none	Diana went to the cinema, so Mark studied acting in college.	A,B	Causal	so
17680	Mark studied acting in college.	Diana went to the cinema.	origin	0	1_rare	552	2.933333333333333	2.2	2.4	1.8666666666666667	because	anticonic_caus	other	no_rel	none	Unrelated	none	Mark studied acting in college, then Diana went to the cinema.	A,B	Temporal	then
17681	Mark studied acting in college.	Diana went to the cinema.	origin	0	1_rare	552	2.933333333333333	2.2	2.4	1.8666666666666667	because	anticonic_caus	other	no_rel	none	Unrelated	none	Mark studied acting in college, because Diana went to the cinema.	B,A	Causal	because
17682	Mark studied acting in college.	Diana went to the cinema.	origin	0	1_rare	552	2.933333333333333	2.2	2.4	1.8666666666666667	because	anticonic_caus	other	no_rel	none	Unrelated	none	Mark studied acting in college, so Diana went to the cinema.	A,B	Causal	so
17683	Mark studied acting in college.	Diana went to the cinema.	origin	0	1_rare	552	2.933333333333333	2.2	2.4	1.8666666666666667	because	anticonic_caus	other	no_rel	none	Unrelated	none	Mark studied acting in college, after Diana went to the cinema.	B,A	Temporal	after
17696	Jerry ate a lot of shallots.	The dad put some oil on the pan fries.	origin	218	3_common	553	1.7333333333333334	1.2	2.7333333333333334	1.6666666666666667	after	anticonic_temp	other	no_rel	none	Unrelated	none	Jerry ate a lot of shallots, because the dad put some oil on the pan fries.	B,A	Causal	because
17697	Jerry ate a lot of shallots.	The dad put some oil on the pan fries.	origin	218	3_common	553	1.7333333333333334	1.2	2.7333333333333334	1.6666666666666667	after	anticonic_temp	other	no_rel	none	Unrelated	none	Jerry ate a lot of shallots, then the dad put some oil on the pan fries.	A,B	Temporal	then
17698	Jerry ate a lot of shallots.	The dad put some oil on the pan fries.	origin	218	3_common	553	1.7333333333333334	1.2	2.7333333333333334	1.6666666666666667	after	anticonic_temp	other	no_rel	none	Unrelated	none	Jerry ate a lot of shallots, so the dad put some oil on the pan fries.	A,B	Causal	so
17699	Jerry ate a lot of shallots.	The dad put some oil on the pan fries.	origin	218	3_common	553	1.7333333333333334	1.2	2.7333333333333334	1.6666666666666667	after	anticonic_temp	other	no_rel	none	Unrelated	none	Jerry ate a lot of shallots, after the dad put some oil on the pan fries.	B,A	Temporal	after
17712	The dad put some oil on the pan fries.	Jerry ate a lot of shallots.	origin	245	3_common	553	2.6666666666666665	2.6666666666666665	2.333333333333333	4.133333333333334	then	iconic_temp	other	no_rel	none	Unrelated	none	The dad put some oil on the pan fries, then Jerry ate a lot of shallots.	A,B	Temporal	then
17713	The dad put some oil on the pan fries.	Jerry ate a lot of shallots.	origin	245	3_common	553	2.6666666666666665	2.6666666666666665	2.333333333333333	4.133333333333334	then	iconic_temp	other	no_rel	none	Unrelated	none	The dad put some oil on the pan fries, after Jerry ate a lot of shallots.	B,A	Temporal	after
17714	The dad put some oil on the pan fries.	Jerry ate a lot of shallots.	origin	245	3_common	553	2.6666666666666665	2.6666666666666665	2.333333333333333	4.133333333333334	then	iconic_temp	other	no_rel	none	Unrelated	none	The dad put some oil on the pan fries, so Jerry ate a lot of shallots.	A,B	Causal	so
17715	The dad put some oil on the pan fries.	Jerry ate a lot of shallots.	origin	245	3_common	553	2.6666666666666665	2.6666666666666665	2.333333333333333	4.133333333333334	then	iconic_temp	other	no_rel	none	Unrelated	none	The dad put some oil on the pan fries, because Jerry ate a lot of shallots.	B,A	Causal	because
17728	Linda was a nurse.	The doctor was experienced in dealing with emergencies in the pediatric ward.	origin	0	1_rare	554	1.6	2.066666666666667	2.466666666666667	1.4	after	anticonic_temp	other	no_rel	none	Unrelated	none	Linda was a nurse, then the doctor was experienced in dealing with emergencies in the pediatric ward.	A,B	Temporal	then
17729	Linda was a nurse.	The doctor was experienced in dealing with emergencies in the pediatric ward.	origin	0	1_rare	554	1.6	2.066666666666667	2.466666666666667	1.4	after	anticonic_temp	other	no_rel	none	Unrelated	none	Linda was a nurse, because the doctor was experienced in dealing with emergencies in the pediatric ward.	B,A	Causal	because
17730	Linda was a nurse.	The doctor was experienced in dealing with emergencies in the pediatric ward.	origin	0	1_rare	554	1.6	2.066666666666667	2.466666666666667	1.4	after	anticonic_temp	other	no_rel	none	Unrelated	none	Linda was a nurse, so the doctor was experienced in dealing with emergencies in the pediatric ward.	A,B	Causal	so
17731	Linda was a nurse.	The doctor was experienced in dealing with emergencies in the pediatric ward.	origin	0	1_rare	554	1.6	2.066666666666667	2.466666666666667	1.4	after	anticonic_temp	other	no_rel	none	Unrelated	none	Linda was a nurse, after the doctor was experienced in dealing with emergencies in the pediatric ward.	B,A	Temporal	after
17744	The doctor was experienced in dealing with emergencies in the pediatric ward.	Linda was a nurse.	origin	0	1_rare	554	4.0	2.066666666666667	1.3333333333333333	2.8	because	anticonic_caus	other	no_rel	none	Unrelated	none	The doctor was experienced in dealing with emergencies in the pediatric ward, so Linda was a nurse.	A,B	Causal	so
17745	The doctor was experienced in dealing with emergencies in the pediatric ward.	Linda was a nurse.	origin	0	1_rare	554	4.0	2.066666666666667	1.3333333333333333	2.8	because	anticonic_caus	other	no_rel	none	Unrelated	none	The doctor was experienced in dealing with emergencies in the pediatric ward, then Linda was a nurse.	A,B	Temporal	then
17746	The doctor was experienced in dealing with emergencies in the pediatric ward.	Linda was a nurse.	origin	0	1_rare	554	4.0	2.066666666666667	1.3333333333333333	2.8	because	anticonic_caus	other	no_rel	none	Unrelated	none	The doctor was experienced in dealing with emergencies in the pediatric ward, after Linda was a nurse.	B,A	Temporal	after
17747	The doctor was experienced in dealing with emergencies in the pediatric ward.	Linda was a nurse.	origin	0	1_rare	554	4.0	2.066666666666667	1.3333333333333333	2.8	because	anticonic_caus	other	no_rel	none	Unrelated	none	The doctor was experienced in dealing with emergencies in the pediatric ward, because Linda was a nurse.	B,A	Causal	because
17760	The sun is rising.	There are gray clouds in the sky.	origin	1009	4_frequent	555	2.6	2.1333333333333333	5.733333333333333	3.6	after	anticonic_temp	other	no_rel	none	Unrelated	none	The sun is rising, after there are gray clouds in the sky.	B,A	Temporal	after
17761	The sun is rising.	There are gray clouds in the sky.	origin	1009	4_frequent	555	2.6	2.1333333333333333	5.733333333333333	3.6	after	anticonic_temp	other	no_rel	none	Unrelated	none	The sun is rising, then there are gray clouds in the sky.	A,B	Temporal	then
17762	The sun is rising.	There are gray clouds in the sky.	origin	1009	4_frequent	555	2.6	2.1333333333333333	5.733333333333333	3.6	after	anticonic_temp	other	no_rel	none	Unrelated	none	The sun is rising, so there are gray clouds in the sky.	A,B	Causal	so
17763	The sun is rising.	There are gray clouds in the sky.	origin	1009	4_frequent	555	2.6	2.1333333333333333	5.733333333333333	3.6	after	anticonic_temp	other	no_rel	none	Unrelated	none	The sun is rising, because there are gray clouds in the sky.	B,A	Causal	because
17776	There are gray clouds in the sky.	The sun is rising.	origin	1009	4_frequent	555	1.3333333333333333	1.8	3.6666666666666665	4.333333333333333	then	iconic_temp	other	no_rel	none	Unrelated	none	There are gray clouds in the sky, because the sun is rising.	B,A	Causal	because
17777	There are gray clouds in the sky.	The sun is rising.	origin	1009	4_frequent	555	1.3333333333333333	1.8	3.6666666666666665	4.333333333333333	then	iconic_temp	other	no_rel	none	Unrelated	none	There are gray clouds in the sky, then the sun is rising.	A,B	Temporal	then
17778	There are gray clouds in the sky.	The sun is rising.	origin	1009	4_frequent	555	1.3333333333333333	1.8	3.6666666666666665	4.333333333333333	then	iconic_temp	other	no_rel	none	Unrelated	none	There are gray clouds in the sky, so the sun is rising.	A,B	Causal	so
17779	There are gray clouds in the sky.	The sun is rising.	origin	1009	4_frequent	555	1.3333333333333333	1.8	3.6666666666666665	4.333333333333333	then	iconic_temp	other	no_rel	none	Unrelated	none	There are gray clouds in the sky, after the sun is rising.	B,A	Temporal	after
17792	The sun is rising.	There is a full moon and some clouds.	origin	6845	4_frequent	556	2.0	1.8	5.533333333333333	3.6	after	anticonic_temp	other	no_rel	none	Unrelated	none	The sun is rising, so there is a full moon and some clouds.	A,B	Causal	so
17793	The sun is rising.	There is a full moon and some clouds.	origin	6845	4_frequent	556	2.0	1.8	5.533333333333333	3.6	after	anticonic_temp	other	no_rel	none	Unrelated	none	The sun is rising, after there is a full moon and some clouds.	B,A	Temporal	after
17794	The sun is rising.	There is a full moon and some clouds.	origin	6845	4_frequent	556	2.0	1.8	5.533333333333333	3.6	after	anticonic_temp	other	no_rel	none	Unrelated	none	The sun is rising, because there is a full moon and some clouds.	B,A	Causal	because
17795	The sun is rising.	There is a full moon and some clouds.	origin	6845	4_frequent	556	2.0	1.8	5.533333333333333	3.6	after	anticonic_temp	other	no_rel	none	Unrelated	none	The sun is rising, then there is a full moon and some clouds.	A,B	Temporal	then
17808	There is a full moon and some clouds.	The sun is rising.	origin	4413	4_frequent	556	1.7333333333333334	1.4666666666666666	3.466666666666667	3.8	then	iconic_temp	other	no_rel	none	Unrelated	none	There is a full moon and some clouds, so the sun is rising.	A,B	Causal	so
17809	There is a full moon and some clouds.	The sun is rising.	origin	4413	4_frequent	556	1.7333333333333334	1.4666666666666666	3.466666666666667	3.8	then	iconic_temp	other	no_rel	none	Unrelated	none	There is a full moon and some clouds, after the sun is rising.	B,A	Temporal	after
17810	There is a full moon and some clouds.	The sun is rising.	origin	4413	4_frequent	556	1.7333333333333334	1.4666666666666666	3.466666666666667	3.8	then	iconic_temp	other	no_rel	none	Unrelated	none	There is a full moon and some clouds, because the sun is rising.	B,A	Causal	because
17811	There is a full moon and some clouds.	The sun is rising.	origin	4413	4_frequent	556	1.7333333333333334	1.4666666666666666	3.466666666666667	3.8	then	iconic_temp	other	no_rel	none	Unrelated	none	There is a full moon and some clouds, then the sun is rising.	A,B	Temporal	then
17824	Albert is running in the street.	Diana is going to the gym.	origin	1009	4_frequent	557	3.6666666666666665	3.066666666666667	3.8	4.266666666666667	then	iconic_temp	other	no_rel	none	Unrelated	none	Albert is running in the street, then Diana is going to the gym.	A,B	Temporal	then
17825	Albert is running in the street.	Diana is going to the gym.	origin	1009	4_frequent	557	3.6666666666666665	3.066666666666667	3.8	4.266666666666667	then	iconic_temp	other	no_rel	none	Unrelated	none	Albert is running in the street, after Diana is going to the gym.	B,A	Temporal	after
17826	Albert is running in the street.	Diana is going to the gym.	origin	1009	4_frequent	557	3.6666666666666665	3.066666666666667	3.8	4.266666666666667	then	iconic_temp	other	no_rel	none	Unrelated	none	Albert is running in the street, because Diana is going to the gym.	B,A	Causal	because
17827	Albert is running in the street.	Diana is going to the gym.	origin	1009	4_frequent	557	3.6666666666666665	3.066666666666667	3.8	4.266666666666667	then	iconic_temp	other	no_rel	none	Unrelated	none	Albert is running in the street, so Diana is going to the gym.	A,B	Causal	so
17840	Diana is going to the gym.	Albert is running in the street.	origin	1032	4_frequent	557	2.933333333333333	3.0	2.8666666666666667	3.2	then	iconic_temp	other	no_rel	none	Unrelated	none	Diana is going to the gym, then Albert is running in the street.	A,B	Temporal	then
